0.549384	0.811795	0.692207	1
-0.883303	-0.423760	0.626401	2
0.396914	0.720107	-0.806269	3
0.424164	0.922234	-0.006522	4
0.976047	-0.854589	0.137447	5
0.744504	0.037069	0.215336	6
0.309783	0.886327	0.047451	7
-0.367078	-0.002145	0.836899	8
-0.486508	-0.492332	-0.239225	9
-0.161649	0.149658	-0.968359	10
-0.179300	-0.355375	0.000193	11
-0.285379	0.059700	-0.178763	12
-0.806296	0.882795	0.489572	13
0.438817	0.957367	-0.968512	14
-0.646912	-0.622823	0.989106	15
-0.872764	-0.217595	-0.770235	16
0.491482	0.289547	-0.469995	17
0.218206	0.496977	0.257432	18
-0.031153	-0.861363	0.793409	19
0.527614	-0.328095	0.667523	20
-0.007314	0.009386	-0.351719	21
-0.826314	0.603366	0.740572	22
0.672560	0.087602	0.015125	23
-0.312318	0.138055	-0.658596	24
-0.914695	0.635779	-0.317488	25
-0.004952	-0.172384	-0.908315	26
0.969316	0.238245	0.154160	27
-0.412344	-0.790640	-0.779881	28
0.042335	0.660621	0.506189	29
-0.377029	0.479554	0.383424	30
0.690202	-0.384070	-0.573147	31
0.767368	0.243003	-0.366999	32
-0.486215	-0.281206	0.996192	33
0.066944	0.942336	0.070216	34
0.223048	0.295331	-0.537954	35
0.277179	-0.027699	0.066832	36
0.782619	0.634677	-0.993398	37
0.342042	0.490138	-0.542975	38
0.756099	0.836482	-0.755808	39
0.084405	-0.365061	-0.088214	40
-0.259586	0.464423	0.421513	41
0.121427	0.737437	0.642834	42
0.618515	-0.958034	0.575022	43
-0.657781	0.850835	0.769148	44
-0.745924	-0.309309	0.442430	45
0.137201	-0.913757	0.864089	46
0.996826	-0.963488	-0.089349	47
0.528397	-0.370087	-0.873298	48
0.740372	-0.891981	-0.556128	49
0.264012	0.083036	-0.543568	50
-0.684699	0.303839	0.794686	51
-0.325371	0.916136	-0.759340	52
-0.160470	0.041700	-0.698896	53
-0.387647	0.859419	-0.163079	54
-0.700424	0.592927	-0.691756	55
0.704723	0.923767	-0.231916	56
0.829088	0.273981	0.841985	57
-0.342888	0.338984	-0.605171	58
0.488289	-0.653490	0.630163	59
0.586372	0.776113	0.503664	60
-0.095245	-0.986167	-0.545996	61
-0.457445	0.085356	0.951805	62
-0.508667	0.282465	-0.892897	63
-0.961753	-0.964553	-0.220998	64
-0.810243	0.031816	0.537391	65
-0.578288	-0.754803	-0.277168	66
0.347529	0.151729	-0.540403	67
-0.929758	-0.847007	0.288123	68
0.855051	0.681641	0.475554	69
-0.958899	0.980239	0.244027	70
-0.774173	-0.106770	0.175678	71
0.381740	-0.887914	0.799213	72
0.363912	0.404750	0.081795	73
0.741206	0.877066	-0.317187	74
-0.240408	-0.295367	0.694109	75
0.236388	-0.092723	0.229323	76
-0.296611	-0.422679	0.469028	77
-0.068025	-0.524213	-0.114513	78
